Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037101300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.1,20.0,22.1,,,"4,199","(34.2487781261, -118.270998916)",UNHBEH,OBESITY,0644000,06037101300,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037101400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.4,25.7,,,"3,903","(34.2428530221, -118.294164132)",UNHBEH,OBESITY,0644000,06037101400,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037102103,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.7,22.6,,,"1,740","(34.2250792017, -118.354188044)",UNHBEH,OBESITY,0644000,06037102103,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037102104,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.9,20.4,,,"3,648","(34.2161867087, -118.345404215)",UNHBEH,OBESITY,0644000,06037102104,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037102105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.5,25.8,27.1,,,"1,731","(34.2098714343, -118.349263911)",UNHBEH,OBESITY,0644000,06037102105,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037102107,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,24.2,25.6,,,"3,851","(34.24047302, -118.338008066)",UNHBEH,OBESITY,0644000,06037102107,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037103101,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,22.5,24.1,,,"2,670","(34.2732408147, -118.307887424)",UNHBEH,OBESITY,0644000,06037103101,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037103102,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,21.7,23.2,,,"4,751","(34.2633842945, -118.307388243)",UNHBEH,OBESITY,0644000,06037103102,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037103200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.0,25.2,26.8,,,"6,146","(34.2722216165, -118.33769961)",UNHBEH,OBESITY,0644000,06037103200,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037103300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,21.8,24.3,,,"3,819","(34.2573786607, -118.355477646)",UNHBEH,OBESITY,0644000,06037103300,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037103400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,22.8,24.5,,,"6,143","(34.2548353935, -118.313973658)",UNHBEH,OBESITY,0644000,06037103400,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104103,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.3,28.2,30.3,,,"4,085","(34.2820992974, -118.392576354)",UNHBEH,OBESITY,0644000,06037104103,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.0,30.6,33.1,,,"5,412","(34.2761482316, -118.404686063)",UNHBEH,OBESITY,0644000,06037104105,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104108,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.0,31.0,32.8,,,"5,256","(34.2731497127, -118.398570018)",UNHBEH,OBESITY,0644000,06037104108,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104124,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.2,26.2,28.1,,,"3,652","(34.2794401202, -118.379103232)",UNHBEH,OBESITY,0644000,06037104124,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104201,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.0,31.3,32.7,,,"4,780","(34.2865005947, -118.416099724)",UNHBEH,OBESITY,0644000,06037104201,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104203,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.2,32.1,34.3,,,"5,210","(34.2790581286, -118.41155431)",UNHBEH,OBESITY,0644000,06037104203,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104204,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.9,30.0,31.8,,,"2,886","(34.2894422501, -118.395072665)",UNHBEH,OBESITY,0644000,06037104204,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104310,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.5,31.5,33.3,,,"4,921","(34.2763731834, -118.429281141)",UNHBEH,OBESITY,0644000,06037104310,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104320,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.5,29.3,31.6,,,"5,998","(34.2731324072, -118.420249125)",UNHBEH,OBESITY,0644000,06037104320,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104401,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.9,29.5,32.0,,,"3,357","(34.2670388027, -118.432721629)",UNHBEH,OBESITY,0644000,06037104401,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104403,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.0,30.5,33.3,,,"3,282","(34.2587739444, -118.43448529)",UNHBEH,OBESITY,0644000,06037104403,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104404,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,31.4,33.6,,,"3,236","(34.263920671, -118.428691445)",UNHBEH,OBESITY,0644000,06037104404,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.0,29.7,32.1,,,"3,293","(34.2555108924, -118.425748024)",UNHBEH,OBESITY,0644000,06037104500,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104610,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.1,31.0,33.2,,,"3,672","(34.2604355657, -118.418992862)",UNHBEH,OBESITY,0644000,06037104610,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104620,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,29.0,31.1,,,"3,539","(34.2579043724, -118.422464804)",UNHBEH,OBESITY,0644000,06037104620,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104701,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.6,35.9,38.9,,,"4,208","(34.268474486, -118.415213851)",UNHBEH,OBESITY,0644000,06037104701,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104703,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.5,33.1,35.7,,,"2,397","(34.2552324771, -118.40059038)",UNHBEH,OBESITY,0644000,06037104703,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104704,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.2,31.8,,,"4,219","(34.2625316415, -118.408863695)",UNHBEH,OBESITY,0644000,06037104704,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104810,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.5,31.7,,,"5,328","(34.2502996266, -118.411179254)",UNHBEH,OBESITY,0644000,06037104810,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104821,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,31.4,33.8,,,"3,514","(34.2465705263, -118.416295602)",UNHBEH,OBESITY,0644000,06037104821,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037104822,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.1,31.8,34.3,,,"2,277","(34.2458338715, -118.420923913)",UNHBEH,OBESITY,0644000,06037104822,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106010,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.1,26.1,28.3,,,"3,152","(34.3253360674, -118.443410906)",UNHBEH,OBESITY,0644000,06037106010,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106020,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.1,27.8,30.1,,,"5,557","(34.3212768892, -118.428380271)",UNHBEH,OBESITY,0644000,06037106020,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106111,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,23.7,25.8,,,"4,334","(34.3188906396, -118.409861394)",UNHBEH,OBESITY,0644000,06037106111,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106112,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,25.2,27.5,,,"5,969","(34.3054784652, -118.412447181)",UNHBEH,OBESITY,0644000,06037106112,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106113,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,25.0,27.2,,,"3,493","(34.3061792841, -118.422236916)",UNHBEH,OBESITY,0644000,06037106113,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106114,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,29.8,31.6,,,"5,880","(34.3027270417, -118.426990691)",UNHBEH,OBESITY,0644000,06037106114,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106403,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,26.9,29.2,,,"3,825","(34.3060186758, -118.441274239)",UNHBEH,OBESITY,0644000,06037106403,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106405,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.2,28.0,30.4,,,"3,966","(34.3146809046, -118.448292799)",UNHBEH,OBESITY,0644000,06037106405,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106406,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.5,25.6,,,"4,962","(34.3223862216, -118.460187825)",UNHBEH,OBESITY,0644000,06037106406,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106407,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.2,31.4,,,"2,933","(34.3105741963, -118.43655716)",UNHBEH,OBESITY,0644000,06037106407,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106408,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.8,31.2,34.2,,,"3,463","(34.3132613231, -118.440077709)",UNHBEH,OBESITY,0644000,06037106408,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106510,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,23.4,25.6,,,"5,108","(34.3235640135, -118.485084841)",UNHBEH,OBESITY,0644000,06037106510,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106520,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.8,28.6,31.0,,,"5,837","(34.3088574805, -118.461352505)",UNHBEH,OBESITY,0644000,06037106520,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106603,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.2,18.3,20.1,,,"2,979","(34.3125978783, -118.520478512)",UNHBEH,OBESITY,0644000,06037106603,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106604,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.9,27.7,30.1,,,"5,020","(34.3044426355, -118.473674779)",UNHBEH,OBESITY,0644000,06037106604,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106641,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.2,18.2,20.2,,,"2,317","(34.2984691126, -118.508433099)",UNHBEH,OBESITY,0644000,06037106641,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106642,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.9,20.0,21.8,,,"3,236","(34.286322643, -118.50701369)",UNHBEH,OBESITY,0644000,06037106642,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106643,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.4,17.5,19.5,,,"4,320","(34.2894539879, -118.522016825)",UNHBEH,OBESITY,0644000,06037106643,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106645,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.6,20.6,,,"3,389","(34.2905630964, -118.494173026)",UNHBEH,OBESITY,0644000,06037106645,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106646,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.8,22.5,,,"3,237","(34.279737959, -118.49394483)",UNHBEH,OBESITY,0644000,06037106646,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106648,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.1,31.8,34.3,,,"3,890","(34.2930983026, -118.455834646)",UNHBEH,OBESITY,0644000,06037106648,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037106649,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.5,22.4,24.5,,,"2,853","(34.2892619301, -118.46065439)",UNHBEH,OBESITY,0644000,06037106649,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037107010,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.6,27.3,29.7,,,"3,247","(34.3020803417, -118.44672058)",UNHBEH,OBESITY,0644000,06037107010,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108101,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,17.9,19.8,,,"2,230","(34.2793058728, -118.541652418)",UNHBEH,OBESITY,0644000,06037108101,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108102,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.1,17.3,18.9,,,"3,430","(34.2804585587, -118.555066583)",UNHBEH,OBESITY,0644000,06037108102,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108103,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.6,15.7,17.5,,,"3,256","(34.2864236008, -118.540002176)",UNHBEH,OBESITY,0644000,06037108103,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108104,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,17.8,20.0,,,"1,698","(34.2943135244, -118.546008289)",UNHBEH,OBESITY,0644000,06037108104,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108201,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.5,15.0,16.2,,,"5,551","(34.2868639595, -118.564233719)",UNHBEH,OBESITY,0644000,06037108201,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037108202,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.5,15.8,17.2,,,"4,895","(34.2869111735, -118.581612731)",UNHBEH,OBESITY,0644000,06037108202,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.2,24.1,,,"2,492","(34.277169545, -118.463150987)",UNHBEH,OBESITY,0644000,06037109100,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,21.4,23.1,,,"2,669","(34.2779981225, -118.474627068)",UNHBEH,OBESITY,0644000,06037109200,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.4,24.1,,,"3,085","(34.2711982744, -118.480433434)",UNHBEH,OBESITY,0644000,06037109300,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.2,26.4,,,"3,720","(34.2687176476, -118.455696885)",UNHBEH,OBESITY,0644000,06037109400,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.6,27.3,29.9,,,"4,303","(34.2738392474, -118.444031541)",UNHBEH,OBESITY,0644000,06037109500,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109601,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,23.7,25.9,,,"5,020","(34.2586254461, -118.451449658)",UNHBEH,OBESITY,0644000,06037109601,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109603,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.3,26.2,,,"4,252","(34.2536518298, -118.465415736)",UNHBEH,OBESITY,0644000,06037109603,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109604,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.3,26.2,,,"2,975","(34.2615445507, -118.465351801)",UNHBEH,OBESITY,0644000,06037109604,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.6,21.7,23.5,,,"4,493","(34.2619342354, -118.480888134)",UNHBEH,OBESITY,0644000,06037109700,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037109800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.0,22.1,23.8,,,"4,565","(34.2537114493, -118.481597345)",UNHBEH,OBESITY,0644000,06037109800,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.6,21.7,23.3,,,"2,982","(34.2683098273, -118.495069437)",UNHBEH,OBESITY,0644000,06037111100,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111201,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.3,22.1,,,"3,410","(34.2748334645, -118.510148998)",UNHBEH,OBESITY,0644000,06037111201,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111202,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.7,22.6,,,"5,213","(34.2684430683, -118.514827142)",UNHBEH,OBESITY,0644000,06037111202,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111204,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.0,18.2,19.8,,,"5,859","(34.2620487933, -118.548883146)",UNHBEH,OBESITY,0644000,06037111204,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111205,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,18.5,19.7,,,"3,375","(34.253504093, -118.535267994)",UNHBEH,OBESITY,0644000,06037111205,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111206,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.0,19.1,20.9,,,"4,490","(34.2675477869, -118.534498108)",UNHBEH,OBESITY,0644000,06037111206,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,22.1,23.3,,,"7,087","(34.2611288289, -118.515770558)",UNHBEH,OBESITY,0644000,06037111301,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111302,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.8,21.4,,,"4,786","(34.2539510115, -118.512842514)",UNHBEH,OBESITY,0644000,06037111302,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037111400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,21.8,23.0,,,"7,560","(34.2578117833, -118.496181958)",UNHBEH,OBESITY,0644000,06037111400,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037113101,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,20.6,22.6,,,"3,558","(34.264577088, -118.586901264)",UNHBEH,OBESITY,0644000,06037113101,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037113102,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.8,18.8,20.7,,,"2,828","(34.2653031287, -118.568592213)",UNHBEH,OBESITY,0644000,06037113102,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037113211,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.4,21.6,,,"3,787","(34.2660777778, -118.615261605)",UNHBEH,OBESITY,0644000,06037113211,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037113212,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,19.5,21.2,,,"3,069","(34.2606868654, -118.602431196)",UNHBEH,OBESITY,0644000,06037113212,Obesity
2014,CA,California,Los Angeles,Census Tract,BRFSS,Unhealthy Behaviors,0644000-06037113213,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.4,22.1,,,"4,316","(34.253391414, -118.607192787)",UNHBEH,OBESITY,0644000,06037113213,Obesity
