Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.8,22.7,,,"6,217","(47.6002563463, -122.128436395)",UNHBEH,OBESITY,5305210,53033023300,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023401,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.5,18.7,20.4,,,"3,546","(47.58674892, -122.146731553)",UNHBEH,OBESITY,5305210,53033023401,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023403,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,19.7,22.0,,,"3,888","(47.5806620337, -122.113184041)",UNHBEH,OBESITY,5305210,53033023403,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,18.7,20.9,,,"3,667","(47.5913829094, -122.172860125)",UNHBEH,OBESITY,5305210,53033023500,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023601,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.3,20.3,,,"3,812","(47.6104589557, -122.171913884)",UNHBEH,OBESITY,5305210,53033023601,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023603,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,18.5,19.8,,,"5,963","(47.6173979477, -122.150805753)",UNHBEH,OBESITY,5305210,53033023603,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023604,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.3,19.6,20.9,,,"5,838","(47.5993901316, -122.153949228)",UNHBEH,OBESITY,5305210,53033023604,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,19.0,20.9,,,"3,971","(47.6327126745, -122.173700223)",UNHBEH,OBESITY,5305210,53033023700,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023801,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.9,20.5,,,"2,536","(47.5957109335, -122.188698213)",UNHBEH,OBESITY,5305210,53033023801,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023803,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.2,15.3,17.2,,,"3,501","(47.6192541118, -122.197858362)",UNHBEH,OBESITY,5305210,53033023803,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023804,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.9,16.1,17.9,,,"3,646","(47.613280467, -122.198465921)",UNHBEH,OBESITY,5305210,53033023804,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033023900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.0,20.0,22.1,,,"6,625","(47.5829217087, -122.200386905)",UNHBEH,OBESITY,5305210,53033023900,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,17.9,19.8,,,"7,596","(47.6272503519, -122.20356776)",UNHBEH,OBESITY,5305210,53033024000,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024701,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,18.4,20.4,,,"3,598","(47.5614786547, -122.180858818)",UNHBEH,OBESITY,5305210,53033024701,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024702,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.6,20.7,,,"2,510","(47.5470536182, -122.185549908)",UNHBEH,OBESITY,5305210,53033024702,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,16.9,18.7,,,"2,480","(47.5746783747, -122.159590106)",UNHBEH,OBESITY,5305210,53033024800,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024901,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,16.8,18.9,,,"4,916","(47.5631628483, -122.157784659)",UNHBEH,OBESITY,5305210,53033024901,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024902,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.8,18.8,20.9,,,"2,601","(47.5643288754, -122.134709858)",UNHBEH,OBESITY,5305210,53033024902,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033024903,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.1,16.2,18.1,,,"6,512","(47.5503481399, -122.14105272)",UNHBEH,OBESITY,5305210,53033024903,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033025001,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.0,17.8,20.0,,,"2,379","(47.550260015, -122.170612484)",UNHBEH,OBESITY,5305210,53033025001,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033025003,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.2,20.6,,,"4,582","(47.5554377766, -122.112677181)",UNHBEH,OBESITY,5305210,53033025003,Obesity
2014,WA,Washington,Bellevue,Census Tract,BRFSS,Unhealthy Behaviors,5305210-53033025006,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,17.2,19.2,,,"1,173","(47.5421324177, -122.116829646)",UNHBEH,OBESITY,5305210,53033025006,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000401,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,24.4,26.2,,,"5,551","(47.7289439181, -122.352671867)",UNHBEH,OBESITY,5363000,53033000401,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000402,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.7,21.8,,,"4,841","(47.716858756, -122.352366711)",UNHBEH,OBESITY,5363000,53033000402,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,19.6,22.2,,,"3,165","(47.7224397856, -122.370668003)",UNHBEH,OBESITY,5363000,53033000500,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.9,22.2,,,"7,626","(47.7179170149, -122.332531521)",UNHBEH,OBESITY,5363000,53033000600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.1,24.2,,,"4,438","(47.7156891964, -122.301863186)",UNHBEH,OBESITY,5363000,53033000700,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.5,23.0,,,"2,583","(47.7112494373, -122.286082225)",UNHBEH,OBESITY,5363000,53033000800,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.3,19.4,21.4,,,"2,019","(47.7074903506, -122.270496698)",UNHBEH,OBESITY,5363000,53033000900,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,23.1,25.5,,,"1,941","(47.7064068184, -122.29606479)",UNHBEH,OBESITY,5363000,53033001000,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,20.5,22.7,,,"2,503","(47.7065472025, -122.306807229)",UNHBEH,OBESITY,5363000,53033001100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,22.5,24.2,,,"6,494","(47.7071213849, -122.322819507)",UNHBEH,OBESITY,5363000,53033001200,Obesity
2014,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.4,22.3,22.5,,,"608,660","(47.622154338, -122.323532482)",UNHBEH,OBESITY,5363000,,Obesity
2014,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.2,19.2,19.3,,,"608,660","(47.622154338, -122.323532482)",UNHBEH,OBESITY,5363000,,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,24.3,26.5,,,"6,255","(47.7262542256, -122.282375824)",UNHBEH,OBESITY,5363000,53033000100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.7,22.9,,,"7,646","(47.7266401967, -122.309996158)",UNHBEH,OBESITY,5363000,53033000200,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033000300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,23.1,25.0,,,"2,603","(47.7305244851, -122.332922932)",UNHBEH,OBESITY,5363000,53033000300,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,21.3,23.0,,,"4,340","(47.7022812054, -122.342179018)",UNHBEH,OBESITY,5363000,53033001300,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,22.5,24.2,,,"4,848","(47.7067275502, -122.366496857)",UNHBEH,OBESITY,5363000,53033001400,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.0,19.7,22.4,,,"2,454","(47.696982458, -122.396024745)",UNHBEH,OBESITY,5363000,53033001500,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.5,22.5,,,"4,131","(47.7006591551, -122.382499903)",UNHBEH,OBESITY,5363000,53033001600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001701,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.3,22.2,,,"3,818","(47.6963621964, -122.354484063)",UNHBEH,OBESITY,5363000,53033001701,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001702,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.2,24.2,,,"4,234","(47.6965212356, -122.363948372)",UNHBEH,OBESITY,5363000,53033001702,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.3,23.2,,,"4,535","(47.694045022, -122.341977901)",UNHBEH,OBESITY,5363000,53033001800,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033001900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,20.9,22.9,,,"4,157","(47.6965350847, -122.326216042)",UNHBEH,OBESITY,5363000,53033001900,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.0,22.4,,,"3,406","(47.6954721519, -122.311871345)",UNHBEH,OBESITY,5363000,53033002000,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.4,21.9,,,"3,807","(47.6953673609, -122.298045221)",UNHBEH,OBESITY,5363000,53033002100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,18.9,21.0,,,"5,286","(47.693595727, -122.271631643)",UNHBEH,OBESITY,5363000,53033002200,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,18.9,21.5,,,"2,972","(47.686681228, -122.287825765)",UNHBEH,OBESITY,5363000,53033002400,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.0,18.9,21.2,,,"2,802","(47.6838971641, -122.302279208)",UNHBEH,OBESITY,5363000,53033002500,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.0,19.8,22.3,,,"4,660","(47.6827452515, -122.311928355)",UNHBEH,OBESITY,5363000,53033002600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.2,19.3,21.1,,,"5,289","(47.6868671584, -122.331125223)",UNHBEH,OBESITY,5363000,53033002700,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.0,22.6,,,"4,481","(47.6851201509, -122.349925552)",UNHBEH,OBESITY,5363000,53033002800,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033002900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,20.4,22.8,,,"4,177","(47.6850873151, -122.360646644)",UNHBEH,OBESITY,5363000,53033002900,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.4,23.3,,,"5,637","(47.6850958728, -122.374044416)",UNHBEH,OBESITY,5363000,53033003000,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.4,23.3,,,"6,219","(47.6869503509, -122.396410425)",UNHBEH,OBESITY,5363000,53033003100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.8,22.8,,,"7,683","(47.6750027909, -122.401229042)",UNHBEH,OBESITY,5363000,53033003200,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.4,22.6,,,"6,224","(47.6759713568, -122.376812505)",UNHBEH,OBESITY,5363000,53033003300,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,19.9,21.8,,,"3,302","(47.6740647755, -122.361746269)",UNHBEH,OBESITY,5363000,53033003400,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.2,22.7,,,"3,936","(47.6725468968, -122.35208805)",UNHBEH,OBESITY,5363000,53033003500,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.3,20.5,,,"5,672","(47.677191298, -122.32420528)",UNHBEH,OBESITY,5363000,53033003600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.9,19.7,22.2,,,"2,058","(47.6794093419, -122.295529158)",UNHBEH,OBESITY,5363000,53033003800,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033003900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.8,18.7,21.1,,,"2,772","(47.6794116683, -122.282341434)",UNHBEH,OBESITY,5363000,53033003900,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.6,22.8,,,"2,690","(47.6797536713, -122.247393629)",UNHBEH,OBESITY,5363000,53033004000,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,19.1,21.2,,,"7,789","(47.6601116395, -122.262670783)",UNHBEH,OBESITY,5363000,53033004100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.7,21.4,,,"7,618","(47.6702043001, -122.28410146)",UNHBEH,OBESITY,5363000,53033004200,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,18.9,20.6,,,"3,531","(47.6694020068, -122.300222224)",UNHBEH,OBESITY,5363000,53033004301,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004302,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.3,18.4,21.8,,,"3,518","(47.6647406967, -122.303594998)",UNHBEH,OBESITY,5363000,53033004302,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.3,19.0,21.6,,,"6,260","(47.6703411106, -122.311932388)",UNHBEH,OBESITY,5363000,53033004400,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,19.9,22.7,,,"2,676","(47.6685824279, -122.322911084)",UNHBEH,OBESITY,5363000,53033004500,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.5,22.0,,,"3,251","(47.6740240692, -122.33776343)",UNHBEH,OBESITY,5363000,53033004600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.6,19.2,22.1,,,"6,739","(47.6657638752, -122.375944172)",UNHBEH,OBESITY,5363000,53033004700,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.6,21.7,,,"4,539","(47.6604301944, -122.360632478)",UNHBEH,OBESITY,5363000,53033004800,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033004900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,17.9,20.2,,,"6,139","(47.6568320212, -122.351155006)",UNHBEH,OBESITY,5363000,53033004900,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,18.7,21.3,,,"3,600","(47.6608696381, -122.341807603)",UNHBEH,OBESITY,5363000,53033005000,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.0,18.8,21.2,,,"3,662","(47.6585185187, -122.332248054)",UNHBEH,OBESITY,5363000,53033005100,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.8,18.6,21.0,,,"6,076","(47.6589661327, -122.3230895)",UNHBEH,OBESITY,5363000,53033005200,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,17.3,20.9,,,"7,085","(47.6615050952, -122.313121537)",UNHBEH,OBESITY,5363000,53033005301,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005302,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.2,13.8,16.3,,,"5,706","(47.6539134347, -122.301865562)",UNHBEH,OBESITY,5363000,53033005302,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,18.3,20.7,,,"4,948","(47.6492010434, -122.338588065)",UNHBEH,OBESITY,5363000,53033005400,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.3,21.8,,,"6,382","(47.6407487431, -122.407142505)",UNHBEH,OBESITY,5363000,53033005600,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.6,19.5,22.0,,,"6,001","(47.6602922378, -122.413941948)",UNHBEH,OBESITY,5363000,53033005700,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005801,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.4,20.2,22.5,,,"4,743","(47.6552010684, -122.385597536)",UNHBEH,OBESITY,5363000,53033005801,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005802,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.9,21.6,,,"5,059","(47.6340072328, -122.379560976)",UNHBEH,OBESITY,5363000,53033005802,Obesity
2014,WA,Washington,Seattle,Census Tract,BRFSS,Unhealthy Behaviors,5363000-53033005900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.3,20.9,,,"6,836","(47.6484245111, -122.368400478)",UNHBEH,OBESITY,5363000,53033005900,Obesity
