GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1400000US47157001200,47157001200,"Census Tract 12, Shelby County, Tennessee",1318,123,295,133,189,104,45,44,0,12,45,44,0,12,0,12,144,89,25,28,0,12,13,20,12,18,0,12,119,83,30,46,65,62,17,28,7,11,106,72,49,48,0,12,18,25,31,39,0,12,57,48,0,12,0,12,10,16,47,52,1023,136,616,134,304,95,11,17,131,65,97,54,65,33,312,122,69,57,29,44,13,22,6,11,21,24,243,122,0,12,40,49,172,92,31,26,407,114,114,51,0,12,49,34,65,38,0,12,293,108,9,13,18,20,157,86,109,57
1400000US47157001300,47157001300,"Census Tract 13, Shelby County, Tennessee",1283,112,595,142,400,113,135,70,14,22,102,64,19,21,0,12,265,99,61,56,0,12,25,30,36,46,0,12,204,88,8,15,116,67,74,61,6,12,195,81,100,66,9,14,20,32,42,34,29,33,95,66,0,12,38,48,23,22,34,49,688,154,413,112,185,74,0,12,11,18,136,59,38,40,228,91,45,47,0,12,20,30,0,12,25,33,183,81,28,41,68,58,70,43,17,27,275,110,103,67,0,12,16,23,67,61,20,22,172,86,0,12,30,34,94,70,48,36
1400000US47157001400,47157001400,"Census Tract 14, Shelby County, Tennessee",575,77,222,75,79,47,13,20,0,12,0,12,13,20,0,12,66,44,13,23,0,12,0,12,13,23,0,12,53,40,11,16,21,34,19,25,2,8,143,56,95,46,0,12,35,39,49,35,11,16,48,32,0,12,0,12,41,33,7,9,353,76,249,74,76,41,0,12,23,18,35,34,18,23,173,69,79,58,0,12,46,48,25,21,8,12,94,42,0,12,30,25,61,41,3,6,104,55,35,36,0,12,0,12,32,35,3,7,69,41,0,12,30,29,22,22,17,21
1400000US47157001500,47157001500,"Census Tract 15, Shelby County, Tennessee",615,77,234,68,90,47,13,22,0,12,13,22,0,12,0,12,77,41,11,17,0,12,11,17,0,12,0,12,66,38,18,26,18,16,25,22,5,9,144,64,87,49,0,12,57,41,14,17,16,24,57,34,0,12,0,12,38,32,19,17,381,72,187,56,46,31,0,12,27,28,0,12,19,16,141,48,30,23,0,12,0,12,30,23,0,12,111,46,0,12,0,12,90,40,21,23,194,61,109,42,0,12,12,13,74,35,23,18,85,44,0,12,19,21,31,21,35,27
1400000US47157001600,47157001600,"Census Tract 16, Shelby County, Tennessee",977,60,82,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,82,54,59,50,53,50,0,12,0,12,6,10,23,20,6,9,8,11,0,12,9,13,895,78,480,57,439,58,0,12,124,58,270,51,45,25,41,21,19,14,0,12,0,12,14,11,5,8,22,15,0,12,0,12,18,14,4,7,415,82,181,66,0,12,72,43,47,32,62,35,234,62,0,12,40,29,55,32,139,58
1400000US47157001700,47157001700,"Census Tract 17, Shelby County, Tennessee",1814,131,337,133,74,55,33,33,0,12,0,12,24,27,9,13,41,44,27,41,0,12,0,12,27,41,0,12,14,20,0,12,14,20,0,12,0,12,263,118,105,81,0,12,12,18,93,81,0,12,158,94,12,19,72,69,57,66,17,15,1477,146,791,136,381,108,0,12,120,72,205,71,56,33,410,118,34,39,0,12,0,12,34,39,0,12,376,118,0,12,111,67,121,56,144,87,686,138,328,100,10,15,151,69,84,55,83,55,358,103,8,14,45,39,150,78,155,67
1400000US47157001900,47157001900,"Census Tract 19, Shelby County, Tennessee",558,77,305,86,113,57,16,23,0,12,0,12,0,12,16,23,97,53,6,9,0,12,6,9,0,12,0,12,91,52,7,12,7,11,61,50,16,17,192,77,102,52,0,12,24,24,64,42,14,23,90,63,0,12,51,57,27,19,12,14,253,68,177,56,56,37,0,12,0,12,45,37,11,13,121,54,32,25,0,12,0,12,9,14,23,20,89,50,6,9,30,32,13,15,40,29,76,47,36,45,0,12,7,12,29,44,0,12,40,22,0,12,7,11,27,18,6,8
1400000US47157002000,47157002000,"Census Tract 20, Shelby County, Tennessee",654,77,283,92,183,84,0,12,0,12,0,12,0,12,0,12,183,84,19,26,0,12,15,25,4,6,0,12,164,83,39,58,71,58,42,29,12,15,100,45,68,39,0,12,22,31,41,31,5,9,32,20,7,10,5,7,9,10,11,12,371,74,222,58,89,41,0,12,44,33,22,17,23,15,133,53,25,29,17,26,0,12,5,8,3,6,108,45,0,12,23,23,50,36,35,32,149,56,65,40,0,12,30,28,23,20,12,18,84,42,0,12,32,32,36,28,16,13
1400000US47157002100,47157002100,"Census Tract 21, Shelby County, Tennessee",547,57,198,57,88,38,7,9,0,12,2,5,0,12,5,7,81,38,9,10,5,8,0,12,4,7,0,12,72,39,21,33,36,40,15,19,0,12,110,48,40,37,10,16,26,30,4,9,0,12,70,38,10,15,24,36,18,22,18,19,349,65,126,40,36,25,0,12,20,22,16,20,0,12,90,37,20,27,0,12,20,27,0,12,0,12,70,28,0,12,25,19,40,24,5,7,223,59,138,48,0,12,16,19,72,46,50,35,85,31,0,12,13,14,15,14,57,26
1400000US47157002400,47157002400,"Census Tract 24, Shelby County, Tennessee",758,89,310,86,190,69,30,29,0,12,21,27,9,11,0,12,160,64,10,11,0,12,6,9,0,12,4,6,150,65,19,22,87,51,28,29,16,20,120,61,67,51,4,7,7,11,46,47,10,11,53,37,0,12,0,12,41,32,12,16,448,95,294,69,69,39,0,12,37,34,22,15,10,9,225,68,42,31,0,12,14,22,13,12,15,14,183,64,0,12,74,48,90,53,19,17,154,66,133,64,0,12,0,12,96,48,37,39,21,18,0,12,16,14,5,7,0,12
1400000US47157002500,47157002500,"Census Tract 25, Shelby County, Tennessee",1182,96,288,107,163,78,33,32,0,12,22,28,0,12,11,16,130,74,10,15,0,12,10,15,0,12,0,12,120,73,20,32,61,56,39,36,0,12,125,69,45,39,0,12,8,14,37,36,0,12,80,56,27,42,11,15,32,27,10,15,894,128,510,105,348,105,0,12,120,57,151,74,77,34,162,75,21,23,0,12,0,12,7,10,14,22,141,69,29,39,28,27,52,33,32,42,384,110,204,94,0,12,58,59,146,80,0,12,180,62,0,12,40,32,105,61,35,30
1400000US47157002600,47157002600,"Census Tract 26, Shelby County, Tennessee",1239,79,108,63,5,10,0,12,0,12,0,12,0,12,0,12,5,10,0,12,0,12,0,12,0,12,0,12,5,10,5,10,0,12,0,12,0,12,103,62,71,50,35,35,29,38,7,10,0,12,32,33,0,12,25,30,7,12,0,12,1131,88,597,77,456,88,26,36,198,52,166,63,66,33,141,63,53,38,0,12,9,13,44,35,0,12,88,50,0,12,13,15,75,50,0,12,534,103,263,88,7,11,101,61,125,70,30,27,271,89,19,31,150,71,54,38,48,33
1400000US47157002700,47157002700,"Census Tract 27, Shelby County, Tennessee",725,71,328,76,173,57,56,49,0,12,56,49,0,12,0,12,117,60,27,31,0,12,12,17,15,24,0,12,90,48,11,17,26,28,33,29,20,22,155,59,91,51,0,12,18,22,65,44,8,12,64,55,0,12,28,39,31,33,5,8,397,75,207,61,90,38,0,12,35,22,49,30,6,9,117,49,56,43,0,12,32,27,24,35,0,12,61,29,0,12,17,24,24,24,20,15,190,56,88,38,9,16,28,24,37,24,14,15,102,41,0,12,44,28,50,31,8,10
1400000US47157002800,47157002800,"Census Tract 28, Shelby County, Tennessee",1330,123,522,143,338,113,52,46,10,15,0,12,42,42,0,12,286,108,0,12,0,12,0,12,0,12,0,12,286,108,145,77,109,73,9,15,23,21,184,82,86,59,0,12,0,12,78,57,8,13,98,59,0,12,0,12,47,47,51,33,808,122,463,101,220,72,0,12,45,34,114,65,61,29,243,88,29,44,29,44,0,12,0,12,0,12,214,86,22,37,55,45,95,53,42,28,345,116,172,93,0,12,50,38,84,73,38,40,173,57,0,12,23,25,56,41,94,42
1400000US47157002900,47157002900,"Census Tract 29, Shelby County, Tennessee",2206,153,247,113,114,62,21,29,0,12,21,29,0,12,0,12,93,66,0,12,0,12,0,12,0,12,0,12,93,66,78,66,15,24,0,12,0,12,133,109,26,29,0,12,26,29,0,12,0,12,107,107,39,62,0,12,23,37,45,76,1959,171,1012,196,850,186,0,12,299,112,469,171,82,45,162,79,24,30,0,12,0,12,24,30,0,12,138,77,0,12,36,43,88,59,14,22,947,180,328,128,35,54,91,72,93,50,109,80,619,163,0,12,145,105,215,109,259,79
